titulo,fuente,fecha_publicacion,url,es_paro_docente,hay_suspension_clases,ubicacion_bogota,ubicacion_Colombia,duracion_dias,organizaciones_sindicales,razones_paro,costo_mencionado,justificacion_paro,resumen,fecha_paro,tipo_movilizacion,ubicacion,descripcion,periodo_busqueda,fecha_extraccion,fuente_oficial
"Paro docente universitario: ""Nosotros hemos perdido un 44% de poder de compra desde noviembre del 2023""",web,Hace 2 meses,https://www.lavozdetandil.com.ar/nota-paro-docente-universitario-nosotros-hemos-perdido-un-44--de-poder-de-compra-desde-noviembre-del-2023-118693&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQIBhAC&usg=AOvVaw3MlXdZgB1F5Bqpbyye8Sms,True,True,False,,6.0,['Adunce'],"Los docentes reclaman por la pérdida del poder adquisitivo y la falta de aumentos salariales, así como la falta de diálogo con el gobierno sobre las paritarias.",,"El paro docente universitario implica la suspensión de actividades académicas en las universidades, lo que cumple con la definición de un paro docente verdadero.",Docentes universitarios inician un paro de actividades por seis días debido a la pérdida del 44% de su poder adquisitivo y la falta de aumentos salariales.,11/08/2025,paro docente,"{'pais': 'Argentina', 'ciudad': 'Tandil', 'localidad': 'Unicen'}","Así lo afirmó Verónica Gargiulo, Secretaria General de Adunce, el sindicato de docentes universitarios de la Unicen, que este lunes inició una medida de...",paro docente Colombia 2023,2025-10-24 02:00:03,"media, LA VOZ DE TANDIL"
Gobierno y sindicatos acuerdan aumento salarial para maestros: este será el porcentaje,web,Hace 3 meses,https://www.eltiempo.com/vida/educacion/gobierno-y-sindicatos-acuerdan-aumento-salarial-para-maestros-este-sera-el-porcentaje-3468131&ved=2ahUKEwjtoMrB3ruQAxWoFVkFHYPIAToQxfQBegQICBAC&usg=AOvVaw0bThbxQbdid8Dnn2WnEL_Q,False,False,False,,,[],"No se mencionan demandas específicas, ya que se trata de un acuerdo salarial.",,"No hubo suspensión de clases, ya que se trata de un acuerdo sobre aumento salarial y no de una movilización o paro.",El Ministerio de Educación anunció un aumento salarial para maestros tras negociaciones con los docentes.,,acuerdo salarial,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}",El Ministerio de Educación anunció el incremento como parte de una negociación con los docentes.,paro docente Colombia 2023,2025-10-24 02:00:03,Ministerio de Educación
"Trabajadores anuncian toma y cierre del Ministerio de Educación, posible paro afectaría 7.500 colegios",web,Hace 1 mes,https://www.lapatria.com/educacion/trabajadores-anuncian-toma-y-cierre-del-ministerio-de-educacion-posible-paro-afectaria&ved=2ahUKEwjgn7fD3ruQAxUJFFkFHcaaHmMQxfQBegQIChAC&usg=AOvVaw2OTaGeldz3yyLcfN87CXer,True,True,False,,3.0,[],Demandas relacionadas con la salud y la vida de los docentes.,,"El texto menciona un paro de tres días que ya ocurrió, lo que implica suspensión de clases. Además, se anuncia un nuevo paro que afectaría a colegios.","Se anuncia un nuevo paro docente tras un paro previo de tres días en el Eje Cafetero, que afectó a miles de colegios.",03-09-2023,paro docente,"{'pais': 'Colombia', 'ciudad': 'Eje Cafetero'}","Después del paro de tres días (septiembre 3, 4 y 5) de los profesores en el Eje Cafetero, por la salud y la vida, se anuncia uno nuevo que afectaría a miles...",paro maestros Bogotá 2023,2025-10-24 02:00:07,media
Secretaría de Educación reveló qué pasará con los colegios en Bogotá durante el paro nacional del 28 y 29 de mayo,web,Hace 4 meses,https://www.infobae.com/colombia/2025/05/27/secretaria-de-educacion-revelo-que-pasara-con-los-colegios-en-bogota-durante-el-paro-nacional/&ved=2ahUKEwjgn7fD3ruQAxUJFFkFHcaaHmMQxfQBegQICBAC&usg=AOvVaw2BFtoo1CvNdcMA9ujsXHPd,False,False,True,,2.0,"['ADE', 'FECODE']",Los docentes buscan expresar su posición frente a la cancelación de una consulta popular y promover la participación ciudadana.,,No se considera un paro docente porque no hubo suspensión de clases. Los docentes optaron por realizar actividades pedagógicas en las instituciones educativas en lugar de participar en las movilizaciones.,"El paro nacional del 28 y 29 de mayo no implicará suspensión de clases en Bogotá, donde los docentes realizarán actividades pedagógicas en lugar de participar en las movilizaciones.","28, mayo, 2025",actividades pedagógicas,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Para las jornadas de 28 y 29 de mayo de 2025 se tienen programas múltiples movilizaciones en diferentes sectores del país, siendo la capital colombiana uno...",paro maestros Bogotá 2023,2025-10-24 02:00:07,Infobae
¿Habrá clases por el Paro Nacional de este 28 y 29 de mayo?,web,Hace 4 meses,https://360radio.com.co/habra-clases-por-el-paro-nacional-de-este-28-y-29-de-mayo/184753/&ved=2ahUKEwjgn7fD3ruQAxUJFFkFHcaaHmMQxfQBegQIARAC&usg=AOvVaw19e_LFEiun_ggZuUmF2UJI,False,False,False,,,[],,,"No se menciona ninguna suspensión de clases programadas, por lo que no se puede considerar un paro docente verdadero.","La noticia no reporta sobre un paro docente, sino que se enfoca en otros temas políticos y económicos en Colombia.",,,"{'pais': 'Colombia', 'ciudad': '', 'localidades': []}","El paro nacional convocado por las centrales obreras CUT, CGT y CTC para el 28 y 29 de mayo de 2025 sigue en pie, pero el impacto sobre el calendario...",paro maestros Bogotá 2023,2025-10-24 02:00:07,media
Maestros de Bogotá no se unen a movilizaciones del 28 y 29 de mayo,web,Hace 4 meses,https://www.laopinion.co/colombia/maestros-de-bogota-no-se-unen-movilizaciones-del-28-y-29-de-mayo&ved=2ahUKEwjgn7fD3ruQAxUJFFkFHcaaHmMQxfQBegQICRAC&usg=AOvVaw0uhnygVctuxreOIF6JHf2O,False,False,True,,,[],Consulta popular en el marco del paro convocado por las centrales trabajadoras.,,"No se considera un paro docente verdadero ya que no hubo suspensión de clases programadas, sino que se realizarán jornadas pedagógicas en los colegios.","Los maestros de Bogotá no participarán en las movilizaciones del 28 y 29 de mayo, optando por realizar jornadas pedagógicas en sus colegios.",28-05-2023,jornadas pedagógicas,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",Los maestros realizarán jornadas pedagógicas en los colegios sobre la consulta popular en el marco del paro convocado por las centrales trabajadoras.,paro maestros Bogotá 2023,2025-10-24 02:00:07,media
¿Adiós a las clases?: esto pasará si el sindicato de docentes se une al paro nacional del 28 y 29 de mayo,web,Hace 4 meses,https://colombia.as.com/actualidad/adios-a-las-clases-esto-pasara-si-el-sindicato-de-docentes-se-une-al-paro-nacional-del-28-y-29-de-mayo-n/&ved=2ahUKEwjgn7fD3ruQAxUJFFkFHcaaHmMQxfQBegQIBBAC&usg=AOvVaw1FZVa7fEyudH5dBOu1SSyD,False,False,True,,2.0,"['FECODE', 'CUT']",Rechazo a la consulta popular en el Senado y demandas de reformas sociales.,,"Aunque se menciona un paro nacional y la participación de Fecode, no se confirma la suspensión de clases en los colegios públicos de Bogotá, lo que indica que no se trata de un paro docente verdadero.","Se convocó un paro nacional para el 28 y 29 de mayo en Colombia, liderado por Fecode y la CUT, para protestar contra el rechazo a la consulta popular y exigir reformas sociales. No se ha confirmado la suspensión de clases.",28-05-2025,paro nacional,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Fecode confirmó su participación en el paro del 28 y 29 de mayo, pero la Secretaría de Educación no confirma la suspensión de clases en colegios.",paro maestros Bogotá 2023,2025-10-24 02:00:07,media
Paros de maestros: la tensión entre la protesta y la educación en Bogotá,web,Hace 5 meses,https://www.lasillavacia.com/silla-nacional/paros-de-maestros-la-tension-entre-la-protesta-y-la-educacion-en-bogota/&ved=2ahUKEwjgn7fD3ruQAxUJFFkFHcaaHmMQxfQBegQIAhAC&usg=AOvVaw3ijbQLIqX767qzIZsDDqcH,False,False,True,,,[],Protestan contra lo que consideran una persecución por parte de las autoridades.,,"No se menciona la suspensión de clases programadas, solo se habla de una protesta en las calles.","Los maestros de colegios públicos en Bogotá realizaron una protesta en las calles, expresando su descontento por la persecución que sienten por parte de las autoridades.",,protesta,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}","Este jueves, los maestros de colegios públicos en Bogotá volvieron a las calles. Protestaron contra lo que ven como una persecución por parte de la...",paro maestros Bogotá 2023,2025-10-24 02:00:07,media
Paro de profesores hoy 24 de abril en Bogotá; lo que se sabe del recorrido de marchas y las clases para este jueves,web,Hace 5 meses,https://www.eltiempo.com/bogota/paro-de-profesores-hoy-24-de-abril-en-bogota-lo-que-se-sabe-del-recorrido-de-marchas-y-las-clases-para-este-jueves-3447510&ved=2ahUKEwjgn7fD3ruQAxUJFFkFHcaaHmMQxfQBegQIBhAC&usg=AOvVaw2wHgo3qFUzW0m0Zt0B3CgB,False,False,True,,,[],Cese de actividades por parte de un sector del magisterio.,,"No se menciona la suspensión de clases programadas, solo se habla de un cese de actividades y marchas.","Hoy, 24 de abril, se lleva a cabo un paro de profesores en Bogotá, con marchas programadas, pero no se indica la suspensión de clases.",24-04-2023,marcha,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': []}",La Secretaría de Educación se pronunció sobre el cese de actividades anunciado por un sector del magisterio.,paro maestros Bogotá 2023,2025-10-24 02:00:07,media
Fecode convoca paro nacional de maestros para el 30 de octubre por crisis en el Fomag,web,Hace 3 semanas,https://www.diarioadn.co/noticias/fecode-convoca-paro-nacional-de-maestros-para-el-30-de-octubre-por-crisis-en-el-fomag%2Barticulo%2B70360&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQICBAC&usg=AOvVaw3wch8v3U0AbZ-N34KAs75s,True,True,False,,,['FECODE'],"Crisis en el Fomag, sobrecostos en la salud del magisterio y exigencias a la Fiduprevisora y a las IP.",,El paro es considerado verdadero porque se convoca a una suspensión de clases programadas para el 30 de octubre.,Fecode convoca un paro nacional de maestros para el 30 de octubre debido a problemas en el Fomag y sobrecostos en salud.,"30, octubre, 2023",paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}",El sindicato denuncia sobrecostos en la salud del magisterio y exige soluciones a la Fiduprevisora y a las IP.,FECODE paro 2023,2025-10-24 02:00:10,FECODE
Gobierno-Fecode: ¿hasta cuándo la nivelación salarial?,web,Hace 3 meses,https://www.elespectador.com/opinion/columnistas/daniel-mera-villamizar/gobierno-fecode-hasta-cuando-la-nivelacion-salarial/&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQIChAC&usg=AOvVaw0JND_aeGGTxGm0qsAKunij,False,False,False,,,['FECODE'],Nivelación salarial y reconocimiento especial para docentes.,,"La noticia no menciona un paro docente con suspensión de clases, sino que se enfoca en la discusión sobre la nivelación salarial y los acuerdos entre el gobierno y los sindicatos.","La noticia aborda la situación de la nivelación salarial de los docentes en Colombia y los acuerdos entre el gobierno y Fecode, sin mencionar un paro actual.",,discusión sobre acuerdos salariales,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Si la brecha se cerró y la calidad educativa no mejora, ¿en qué estamos?”: Daniel Mera Villamizar.",FECODE paro 2023,2025-10-24 02:00:10,"media, EL ESPECTADOR"
Fecode anuncia paro por crisis en el nuevo modelo de salud del magisterio,web,Hace 6 meses,https://consultorsalud.com/fecode-anuncia-paro-crisis-modelo-salud-magiste/&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQIBxAC&usg=AOvVaw1zkqIiPS3TsgirH-f6F7aX,False,False,False,,,[],,,"No se menciona un paro docente con suspensión de clases, sino que se habla de temas relacionados con la salud y la educación sin indicar que se hayan detenido las actividades escolares.","La noticia aborda temas de salud y educación, pero no reporta un paro docente ni suspensión de clases.",,,"{'pais': 'Colombia', 'ciudad': '', 'localidades': []}","El próximo 31 de marzo, la Federación Colombiana de Educadores (Fecode) convocará un paro nacional para protestar por las fallas en el régimen especial de...",FECODE paro 2023,2025-10-24 02:00:10,media
Se levanta el paro de maestros tras el hundimiento de la reforma a la educación | El Colombiano,web,Hace 16 meses,https://www.elcolombiano.com/colombia/fecode-levanta-el-paro-de-maestros-EP24819159&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQIBhAC&usg=AOvVaw230Zqu4-qz7H_uUjU01SGk,True,True,False,,,['FECODE'],El paro se debió al rechazo a la reforma a la educación.,,El paro de maestros se considera verdadero porque se menciona que se levantó tras la suspensión de clases debido a la protesta.,"Fecode anunció el levantamiento del paro de maestros tras el hundimiento de la reforma a la educación, indicando que hubo suspensión de clases durante la protesta.",20-06-2023,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}","La Federación Colombiana de Educadores (Fecode) informó este jueves 20 de junio que se levantaba el paro de maestros, tras el hundimiento de la reform...",FECODE paro 2023,2025-10-24 02:00:10,"media, El Colombiano"
"Fecode: ¿Por qué la evaluación docente divide a Gobierno y profesores, al punto de convocar a un primer paro nacional permanente en dos años?",web,Hace 16 meses,https://www.eltiempo.com/vida/educacion/fecode-por-que-la-evaluacion-docente-divide-a-gobierno-y-profesores-al-punto-de-convocar-a-un-primer-paro-nacional-en-dos-anos-3351466&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQIARAC&usg=AOvVaw2z_hZyB11o0HkpKStoVpYP,True,True,False,,,['FECODE'],Las demandas principales giran en torno a la evaluación docente y su impacto en el magisterio.,,"Se trata de un paro permanente que implica la suspensión de clases programadas, lo que lo clasifica como un paro docente verdadero.",Fecode ha convocado un paro nacional permanente a partir del 12 de junio debido a desacuerdos con el Gobierno sobre la evaluación docente.,12-06-2023,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","El magisterio se alista para iniciar un paro permanente desde el 12 de junio. Mineducación, entre tanto, explica los alcances de la propuesta de evaluación...",FECODE paro 2023,2025-10-24 02:00:10,media
Paro indefinido de Fecode: las respuestas a los reparos de los maestros al proyecto de Ley Estatutaria,web,Hace 16 meses,https://www.eltiempo.com/vida/educacion/paro-indefinido-de-fecode-lo-que-dice-el-ministerio-de-educacion-sobre-los-reparos-de-los-maestros-a-la-ley-estatutaria-3351579&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQIAxAC&usg=AOvVaw1I5hz9WNGGvvrt9MtOzrcS,False,False,False,,,['FECODE'],Reparos al proyecto de Ley Estatutaria por parte del magisterio colombiano.,,"La noticia menciona un análisis de reparos al proyecto de Ley Estatutaria, pero no indica que haya habido suspensión de clases, por lo que no se considera un paro docente verdadero.","Fecode analiza los reparos de los maestros al proyecto de Ley Estatutaria, pero no se menciona un paro con suspensión de clases.",,análisis de reparos,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",EL TIEMPO conoció un documento que analiza punto por punto los reparos del magisterio colombiano.,FECODE paro 2023,2025-10-24 02:00:10,"media, EL TIEMPO"
División en Fecode: varias filiales anuncian paro para este miércoles por nuevo modelo de atención en salud,web,Hace 16 meses,https://www.eltiempo.com/vida/educacion/division-en-fecode-varias-filiales-anuncian-paro-para-el-dia-de-manana-por-nuevo-modelo-de-atencion-en-salud-3347090&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQIBRAC&usg=AOvVaw2pBm3lhxGyjEH_YvzSlVLT,False,False,True,,,['FECODE'],Protestar contra el nuevo modelo de atención en salud.,,"No se menciona la suspensión de clases, solo se habla de manifestaciones programadas en varias regiones.","Fecode anuncia manifestaciones en varias regiones, incluyendo Bogotá, por el nuevo modelo de atención en salud.","04, octubre, 2023",manifestación,"{'pais': 'Colombia', 'ciudad': 'Bogotá', 'localidades': ['Quindío', 'Caldas', 'Risaralda', 'Cesar']}","En Quindío, Caldas, Risaralda, Cesar y Bogotá se anunciaron manifestaciones. Junta Nacional de Fecode se reunirá mañana.",FECODE paro 2023,2025-10-24 02:00:10,media
Gobierno aprueba nivelación salarial para docentes en 2023,web,Hace 23 meses,https://www.elnuevosiglo.com.co/nacion/gobierno-aprueba-nivelacion-salarial-para-docentes-en-2023&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQICRAC&usg=AOvVaw2VZbuC06VMVEQsBVDqg8y_,False,False,False,,,[],"No se presentan demandas de paro, sino una aprobación gubernamental.",,"No se menciona ninguna suspensión de clases, sino la aprobación de una nivelación salarial, lo que indica que no se trata de un paro docente.",El Gobierno de Colombia aprobó una nivelación salarial para docentes mediante un decreto.,,"Ninguna movilización, solo anuncio gubernamental.","{'pais': 'Colombia', 'ciudad': None, 'localidades': []}","El Gobierno dio luz verde a una nivelación salarial para docentes en Colombia, a través de un decreto que otorga una bonificación adicional del 0,4% sobre...",FECODE paro 2023,2025-10-24 02:00:10,media
Gobierno nacional estaría incumpliendo los acuerdos que han hecho con Fecode,web,Hace 23 meses,https://www.infobae.com/colombia/2023/11/16/gobierno-nacional-estarian-inclumpliendo-acuerdo-que-han-hecho-con-fecode/&ved=2ahUKEwj955_F3ruQAxXiMVkFHfSFJKoQxfQBegQIBBAC&usg=AOvVaw3xYnk7WJu1PyKU-nbrAaBA,False,False,False,,,['FECODE'],Cumplimiento de acuerdos salariales y contratación de servicios de salud para docentes.,,"No se menciona la suspensión de clases programadas, sino que se habla de una posible movilización futura si no se cumplen los acuerdos.","Fecode exige al gobierno el cumplimiento de acuerdos salariales y de salud, advirtiendo sobre la posibilidad de un paro nacional si no se resuelve la situación.",,posible paro nacional,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}","Si la situación persiste se podrían ir a paro nacional, según la Federación Colombiana de Trabajadores de la Educación (Fecode)Hace 23 meses",FECODE paro 2023,2025-10-24 02:00:10,"media, Infobae"
María Fernanda Cabal le pidió al ministro de Educación garantizar el servicio educativo por paro de maestros: “7.000 colegios públicos podrían verse afectados”,web,Hace 3 meses,https://www.infobae.com/colombia/2025/07/02/maria-fernanda-cabal-radico-una-solicitud-de-intervencion-al-ministro-de-educacion-para-que-garantice-servicio-educativo-por-paro-del-sintrenal/&ved=2ahUKEwiC997G3ruQAxUGGFkFHYanOycQxfQBegQICRAC&usg=AOvVaw2hkCbIqRR2tvF7LoC9IZZs,True,True,False,,,['Sintrenal'],Falta de cumplimiento de acuerdos por parte del Ministerio de Educación.,,El paro docente es considerado verdadero porque se menciona que habrá una huelga nacional indefinida que podría llevar a la suspensión de clases en numerosas escuelas públicas.,"El sindicato Sintrenal ha convocado un paro nacional indefinido que podría afectar a 7.000 colegios públicos en Colombia, motivado por el incumplimiento de acuerdos por parte del Ministerio de Educación.",14-07-2025,paro docente,"{'pais': 'Colombia', 'ciudad': None, 'localidades': None}",La senadora solicitó al ministro de Educación implementar estrategias que eviten la suspensión de clases en miles de colegios públicos por la huelga...,huelga de profesores Colombia 2023,2025-10-24 02:00:12,"media, Infobae"
Los conflictos sociales paralizan a Panamá,web,Hace 4 meses,https://elpais.com/america/2025-05-29/los-conflictos-sociales-paralizan-a-panama.html&ved=2ahUKEwiC997G3ruQAxUGGFkFHYanOycQxfQBegQIChAC&usg=AOvVaw3Sxc2Z3ORJ0ircDppUd2FB,True,True,False,,30.0,['Suntracs'],"Rechazo a una reforma del sistema de pensiones, acuerdo con EE.UU. sobre bases militares y reactivación de una mina cerrada por la Corte Suprema.",,"La noticia menciona una huelga nacional que paralizó sectores clave del país, incluyendo el sector docente, lo que implica la suspensión de clases programadas.",Panamá enfrenta una crisis social con huelgas y protestas masivas en rechazo a reformas gubernamentales y condiciones laborales. La movilización incluye a docentes y otros sectores.,29-05-2025,huelga nacional,"{'pais': 'Panamá', 'ciudad': 'Ciudad de Panamá', 'localidades': []}","Panamá vive estos días una crisis nunca vista desde el retorno de la democracia en 1989. A finales de abril, sindicatos obreros y gremios docentes iniciaron...",huelga de profesores Colombia 2023,2025-10-24 02:00:12,EL PAÍS
"Paro nacional 28 y 29 mayo: quiénes, dónde y por qué marchan en Colombia",web,Hace 4 meses,https://www.radionacional.co/actualidad/paro-nacional-28-y-29-mayo-quienes-donde-y-por-que-marchan-en-colombia&ved=2ahUKEwiC997G3ruQAxUGGFkFHYanOycQxfQBegQIBxAC&usg=AOvVaw3t1EEgI8w2m3Qb9TF333IL,False,False,False,,,[],Rechazo al hundimiento de la consulta popular y la reforma laboral.,,"La noticia menciona un paro nacional, pero no se indica que haya suspensión de clases programadas, solo se habla de marchas y protestas.",Colombia se prepara para un paro nacional los días 28 y 29 de mayo en rechazo a decisiones políticas.,28-05-2025,marcha,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}","Este 28 y 29 de mayo de 2025, Colombia se prepara para un paro nacional en rechazo al hundimiento de la consulta popular y la reforma laboral.",huelga de profesores Colombia 2023,2025-10-24 02:00:12,media
Huelga del Sutep: ministro de Educación anunció bono y aumento salarial ante el paro escalonado de docentes,web,Hace 12 meses,https://www.infobae.com/peru/2024/10/17/huelga-del-sutep-ministro-de-educacion-anuncio-bono-y-aumento-salarial-ante-el-paro-escalonado-de-docentes/&ved=2ahUKEwiC997G3ruQAxUGGFkFHYanOycQxfQBegQIBRAC&usg=AOvVaw3BEFVJdQzS9232eBI8kfn5,True,True,False,,2.0,['Sutep'],Incumplimiento de acuerdos sobre aumento salarial y condiciones de infraestructura educativa.,,"El Sutep está en huelga y se menciona que es un paro a nivel nacional, lo que implica la suspensión de clases programadas.","El Sutep lleva a cabo un paro nacional de docentes debido al incumplimiento de acuerdos por parte del gobierno, exigiendo mejoras salariales y condiciones educativas.",17-10-2024,paro docente,"{'pais': 'Perú', 'ciudad': 'Lima', 'localidades': []}","Según el dirigente Lucio Castro, la huelga responde al incumplimiento por parte del gobierno a los acuerdos firmados con el gremio de maestros.",huelga de profesores Colombia 2023,2025-10-24 02:00:12,Infobae
SUTEP INICIARÁ HUELGA ESCALONADA EL 16 DE OCTUBRE ANTE LA DESATENCIÓN DEL GOBIERNO EN RESOLVER LAS DEMANDAS DEL SECTOR EDUCACIÓN,web,Hace 13 meses,https://www.rcrperu.com/sutep-iniciara-huelga-escalonada-el-16-de-octubre-ante-la-desatencion-del-gobierno-en-resolver-las-demandas-del-sector-educacion/&ved=2ahUKEwiC997G3ruQAxUGGFkFHYanOycQxfQBegQICBAC&usg=AOvVaw2Puyun8cnZznu89eMcrBno,False,False,False,,,['SUTEP'],Desatención del gobierno en resolver las demandas del sector educación.,,"La noticia menciona el inicio de una huelga escalonada, pero no se indica que haya suspensión de clases programadas, por lo que no se considera un paro docente verdadero.",El SUTEP anunció el inicio de una huelga escalonada el 16 de octubre debido a la falta de atención del gobierno a las demandas educativas.,16 de octubre de 2024,huelga escalonada,"{'pais': 'Perú', 'ciudad': None, 'localidades': []}","RCR, 22 de setiembre de 2024.- El secretario general del Sutep, Lucio Castro, informó que el magisterio peruano iniciará el 16 de octubre una huelga...",huelga de profesores Colombia 2023,2025-10-24 02:00:12,media
Paro camionero 2024: análisis desde lo económico y lo político,web,Hace 13 meses,https://www.uniandes.edu.co/es/noticias/economia-y-negocios/paro-camionero-2024-analisis-desde-lo-economico-y-lo-politico&ved=2ahUKEwiC997G3ruQAxUGGFkFHYanOycQxfQBegQIAxAC&usg=AOvVaw3MjTrMSJ8-vTxo7mr33XM8,False,False,False,,,[],[],,"No se menciona la suspensión de clases, sino un análisis sobre el paro camionero desde una perspectiva económica y política.","El texto analiza el paro camionero de 2024 desde una perspectiva económica y política, sin mencionar protestas docentes.",,análisis,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}","Cuatro profesores de Uniandes, Hernando Zuleta, Marc Hofstetter, Laura Wills y Juan Carlos Rodríguez Raga, hacen un análisis en lo económico y político del...",huelga de profesores Colombia 2023,2025-10-24 02:00:12,media
Sutep cumple quinto día de huelga de hambre por el salario digno: tres maestros fueron evacuados a hospitales,web,Hace 13 meses,https://www.infobae.com/peru/2024/08/27/sutep-cumple-quinto-dia-de-huelga-de-hambre-por-el-salario-digno-tres-maestros-fueron-evacuados-a-hospitales/&ved=2ahUKEwiC997G3ruQAxUGGFkFHYanOycQxfQBegQIBhAC&usg=AOvVaw2KEzOV8RygPJAeB6au7j3n,False,False,False,,5.0,['Sutep'],"Aumento del presupuesto educativo al 6% del PBI, mejoras en infraestructura, aumento salarial y bonificaciones para docentes.",,"No se menciona la suspensión de clases, sino que se trata de una huelga de hambre por demandas salariales, lo que no califica como un paro docente verdadero.","Docentes del Sutep realizan una huelga de hambre en Lima, exigiendo mejoras salariales y un aumento en el presupuesto educativo. La situación de salud de algunos huelguistas es crítica.","22, agosto, 2024",huelga de hambre,"{'pais': 'Perú', 'ciudad': 'Lima', 'localidades': []}",Tres docentes han sido hospitalizados tras descompensaciones severas durante la medida de lucha. El Sindicato Unitario de Trabajadores en la Educación del...,huelga de profesores Colombia 2023,2025-10-24 02:00:12,Infobae
"La negociación del Estatuto Docente llega con casi dos décadas de retraso y con el profesorado al límite: ""Si hace falta nos movilizaremos""",web,Hace 1 mes,https://www.publico.es/sociedad/educacion/negociacion-estatuto-docente-llega-casi-dos-decadas-retraso-profesorado-limite-falta-movilizaremos.html&ved=2ahUKEwj35frH3ruQAxVRM1kFHfm8O3QQxfQBegQICRAC&usg=AOvVaw1mN0CvpR3L5LOF6-FHb8p6,False,False,False,,,[],Negociación del Estatuto Docente y mejora de condiciones laborales.,,"No se menciona la suspensión de clases, sino que se habla de una posible movilización futura, lo que indica que no se ha llevado a cabo un paro docente en este momento.",El profesorado está al límite y se plantea movilizaciones si no se avanza en la negociación del Estatuto Docente.,,posible movilización futura,"{'pais': 'Colombia', 'ciudad': None, 'localidades': []}",El Ministerio de Educación y los sindicatos volverán a retomar este martes el acuerdo sobre el marco normativo que regula las condiciones laborales y...,protestas docentes educación 2023,2025-10-24 02:00:15,media
¿Quién es el maestro Esteban de Mexicali y por qué será sentenciado?,web,Hace 3 meses,https://www.infobae.com/mexico/2025/07/04/quien-es-el-maestro-esteban-de-mexicali-y-por-que-sera-sentenciado/&ved=2ahUKEwj35frH3ruQAxVRM1kFHfm8O3QQxfQBegQIBhAC&usg=AOvVaw1p9C6uoKTc9roYl1PXMINW,False,False,False,,,[],Los docentes protestaron por la posible criminalización del sector ante accidentes escolares y en defensa de la inocencia del maestro Canchola.,,"No se menciona la suspensión de clases programadas, sino movilizaciones y protestas en apoyo al maestro Esteban Canchola, lo que indica que no se trató de un paro docente verdadero.","El caso del maestro Esteban Canchola ha generado protestas en Baja California tras la muerte de un alumno, con movilizaciones del gremio docente en apoyo a su inocencia.",,protestas y movilizaciones,"{'pais': 'México', 'ciudad': 'Mexicali', 'localidades': []}","Tras más de siete horas de audiencia, y en medio de movilizaciones y protestas que congregaron a cientos de maestros en las afueras del tribunal,...",protestas docentes educación 2023,2025-10-24 02:00:15,Infobae
Educación cesanteó a más de cien docentes que protestaban en la plaza,web,Hace 9 meses,https://www.pagina12.com.ar/797242-educacion-cesanteo-a-mas-de-cien-docentes-que-protestaban-en&ved=2ahUKEwj35frH3ruQAxVRM1kFHfm8O3QQxfQBegQIChAC&usg=AOvVaw0wsAONQrPZZaoxpt4Age4J,False,False,False,,,['Tribuna Docente'],Mejoras salariales y condiciones laborales.,250000000.0,"No se menciona la suspensión de clases programadas, sino que los docentes estaban en una protesta pacífica en la plaza 9 de Julio.",Más de cien docentes en Salta fueron cesanteados tras una protesta pacífica por mejoras salariales. La ministra de Educación anunció la medida tras un sumario administrativo.,16-01-2025,protesta pacífica,"{'pais': 'Argentina', 'ciudad': 'Salta', 'localidad': 'plaza 9 de Julio'}",La decisión se tomó tras finalizar el sumario administrativo que se inició en enero de 2024. Involucra a docentes que mantienen una protesta pacífica po...,protestas docentes educación 2023,2025-10-24 02:00:15,Página|12
